50,50,50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,37,53,50,60,50,36,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,40,63,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,60,50,50,50,50,50,50
50,50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,37,53,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,40,63,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,36,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,40,63,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50,50,50,50,50
50,36,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,48,50,50,51,42,42,42,42,42,42,42,42,42,42,42,37,53,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,36,50,50,51,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,36,50,50,50,50,50,50,50,60,50,50
60,36,50,50,50,51,42,42,42,42,42,42,42,64,42,42,42,49,50,36,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,36,50,50,50,50,50,50,50
50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,64,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50
60,50,50,50,50,52,39,42,42,42,42,42,42,42,42,42,42,61,41,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,61,41,50,50,50,50,50,50,50,50,50,50,50,50
36,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,42,61,41,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,42,42,61,41,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,42,42,42,61,41,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,36
50,50,50,50,50,50,52,39,42,42,42,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,36,51,42,42,42,42,42,42,42,42,65,42,42,42,42,42,49,50,36,50,50,50,50,50,50,50
50,50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,42,42,42,49,50,50,50,50,50,50,50,50,50
